age,income,loan_amount,loan_tenure,employment_type,cibil_score,existing_loans,education,loan_purpose,monthly_emi,emi_to_income,default
56,122215,1902829,48,Business,643,3,Under-Graduate,Education,40197.44,0.3289,1
29,165056,470474,48,Business,577,4,Post-Graduate,Home,9945.1,0.0603,1
58,103095,142889,24,Salaried,654,1,Under-Graduate,Education,6012.69,0.0583,0
42,75942,138952,24,Salaried,828,4,Graduate,Vehicle,5870.62,0.0773,0
22,158933,767884,36,Business,385,1,Under-Graduate,Education,21607.91,0.136,0
44,113970,465331,48,Self-Employed,616,3,Post-Graduate,Home,9786.49,0.0859,0
28,97203,954498,12,Business,636,3,Under-Graduate,Business,80142.43,0.8245,1
31,167049,751793,24,Salaried,444,1,Graduate,Vehicle,31711.73,0.1898,1
33,196689,271576,12,Self-Employed,614,2,Graduate,Business,22807.94,0.116,0
37,103177,1055771,48,Business,524,4,Under-Graduate,Personal,22195.71,0.2151,0
28,87902,793681,60,Salaried,722,0,Under-Graduate,Home,13371.36,0.1521,0
41,107172,548149,60,Self-Employed,353,3,Graduate,Personal,9248.48,0.0863,1
38,161702,915796,24,Business,367,4,Post-Graduate,Personal,38707.08,0.2394,0
50,35056,906509,36,Salaried,633,4,Graduate,Personal,25473.16,0.7266,0
38,153454,352788,12,Self-Employed,376,3,Under-Graduate,Personal,29759.48,0.1939,0
51,70739,374787,24,Business,838,1,Under-Graduate,Home,15760.58,0.2228,0
58,96685,1374031,36,Self-Employed,454,3,Post-Graduate,Business,38640.58,0.3997,1
52,63639,1090725,12,Self-Employed,371,4,Graduate,Education,91831.31,1.443,1
31,192113,304084,48,Self-Employed,800,2,Graduate,Personal,6422.56,0.0334,1
45,15992,179466,60,Salaried,746,1,Post-Graduate,Education,3020.82,0.1889,0
53,87394,1129107,36,Business,858,3,Graduate,Education,31695.57,0.3627,0
58,82657,64588,12,Self-Employed,658,0,Post-Graduate,Personal,5437.62,0.0658,0
61,42160,1934424,24,Self-Employed,576,3,Graduate,Vehicle,81683.15,1.9375,1
28,60156,193452,12,Self-Employed,612,4,Post-Graduate,Education,16356.59,0.2719,0
31,197447,1796581,24,Salaried,404,4,Post-Graduate,Vehicle,75560.75,0.3827,0
42,101442,1509610,60,Self-Employed,394,0,Post-Graduate,Business,25427.5,0.2507,0
44,165644,1260505,60,Salaried,518,1,Under-Graduate,Education,21272.06,0.1284,0
61,132925,1644575,12,Salaried,427,4,Under-Graduate,Home,138984.15,1.0456,1
37,19136,710457,12,Self-Employed,499,1,Under-Graduate,Business,59843.03,3.1272,0
32,76868,1782329,24,Self-Employed,631,1,Graduate,Business,74826.19,0.9734,1
52,97263,1907084,24,Salaried,846,3,Post-Graduate,Vehicle,80235.71,0.8249,1
35,47167,1444994,36,Salaried,591,1,Graduate,Personal,40590.4,0.8606,1
36,125957,369753,36,Self-Employed,365,4,Graduate,Home,10375.13,0.0824,1
42,30479,1783253,36,Salaried,867,4,Post-Graduate,Home,49942.05,1.6386,0
48,134392,1596557,12,Salaried,703,2,Under-Graduate,Vehicle,133974.4,0.9969,0
40,177448,1157056,36,Self-Employed,895,1,Graduate,Vehicle,32538.83,0.1834,0
53,150895,843476,12,Self-Employed,445,2,Graduate,Business,71339.76,0.4728,0
30,34585,1038537,60,Business,829,3,Graduate,Vehicle,17556.93,0.5076,1
60,163344,824597,48,Self-Employed,701,2,Under-Graduate,Personal,17391.45,0.1065,0
52,41619,105486,60,Self-Employed,424,1,Post-Graduate,Business,1782.15,0.0428,0
53,90069,1153738,12,Self-Employed,813,4,Post-Graduate,Business,96990.69,1.0768,0
22,54895,784647,12,Business,631,3,Graduate,Business,66162.33,1.2053,0
53,18720,79882,48,Salaried,779,1,Post-Graduate,Home,1676.14,0.0895,0
53,34267,628366,24,Self-Employed,697,3,Under-Graduate,Home,26510.76,0.7737,0
61,161768,895166,24,Self-Employed,329,0,Post-Graduate,Business,37848.7,0.234,1
33,176040,1337256,24,Business,355,1,Graduate,Personal,56490.15,0.3209,1
50,68364,1731594,36,Business,431,0,Graduate,Education,48634.72,0.7114,1
53,169417,224898,24,Business,530,2,Post-Graduate,Business,9494.81,0.056,0
33,66567,1448705,36,Salaried,694,1,Graduate,Vehicle,40826.62,0.6133,0
46,106229,356172,36,Business,451,0,Under-Graduate,Education,9977.43,0.0939,0
42,165457,562871,24,Salaried,801,4,Under-Graduate,Home,23764.35,0.1436,0
59,93518,673226,24,Self-Employed,805,2,Under-Graduate,Home,28301.17,0.3026,0
22,97844,692607,48,Self-Employed,685,1,Under-Graduate,Education,14630.96,0.1495,0
58,178991,606831,48,Self-Employed,832,1,Graduate,Vehicle,12736.96,0.0712,0
59,105697,698567,36,Business,747,4,Graduate,Home,19562.82,0.1851,0
46,72196,79362,48,Self-Employed,879,4,Post-Graduate,Home,1674.33,0.0232,0
35,130600,470531,36,Business,425,0,Graduate,Business,13176.48,0.1009,0
54,115625,208818,12,Salaried,854,0,Post-Graduate,Personal,17540.43,0.1517,0
62,146567,453273,36,Self-Employed,788,0,Graduate,Vehicle,12733.14,0.0869,1
64,59755,1341297,36,Salaried,745,3,Post-Graduate,Business,37765.89,0.632,0
60,48324,879347,48,Business,769,2,Post-Graduate,Personal,18482.85,0.3825,0
31,93929,988565,12,Business,648,1,Under-Graduate,Home,83507.06,0.889,1
23,147624,1936378,60,Self-Employed,807,2,Post-Graduate,Personal,32705.41,0.2215,1
26,66272,739517,60,Self-Employed,756,4,Post-Graduate,Home,12466.93,0.1881,0
29,181925,423519,60,Business,684,2,Post-Graduate,Business,7143.74,0.0393,0
26,178996,1240970,12,Self-Employed,747,2,Post-Graduate,Home,104138.45,0.5818,0
29,89462,1692676,24,Self-Employed,414,0,Post-Graduate,Personal,71214.13,0.796,1
59,169961,521058,12,Salaried,751,4,Under-Graduate,Business,43806.29,0.2577,0
51,69675,870449,48,Business,418,2,Post-Graduate,Personal,18277.92,0.2623,0
52,88591,893224,36,Salaried,392,1,Post-Graduate,Personal,25057.76,0.2828,1
61,168706,995246,36,Self-Employed,820,0,Post-Graduate,Education,27911.79,0.1654,0
32,47363,1326784,48,Salaried,884,2,Graduate,Home,27993.51,0.591,1
28,92004,1087904,48,Business,837,4,Graduate,Home,22928.73,0.2492,0
28,55718,1489918,36,Salaried,732,1,Under-Graduate,Personal,41977.44,0.7534,0
48,128627,1902637,24,Salaried,444,4,Post-Graduate,Home,79901.11,0.6212,1
40,41870,1751478,24,Self-Employed,367,4,Post-Graduate,Vehicle,73501.11,1.7555,1
27,52394,146950,24,Business,430,4,Graduate,Home,6191.01,0.1182,1
31,67057,224942,48,Self-Employed,580,3,Post-Graduate,Business,4717.57,0.0704,0
40,94795,1163405,36,Self-Employed,865,1,Under-Graduate,Home,32744.39,0.3454,0
36,95409,819890,36,Business,812,4,Post-Graduate,Vehicle,23022.58,0.2413,0
24,28016,1633452,36,Salaried,300,3,Under-Graduate,Personal,45860.7,1.6369,1
26,57137,941712,12,Self-Employed,731,0,Graduate,Home,79236.23,1.3868,0
42,146225,546195,12,Salaried,690,3,Under-Graduate,Business,45961.92,0.3143,0
46,153925,1401441,60,Business,565,0,Under-Graduate,Vehicle,23596.98,0.1533,0
23,27379,742505,12,Self-Employed,698,3,Under-Graduate,Education,62296.19,2.2753,1
61,161864,322743,24,Salaried,555,4,Under-Graduate,Personal,13546.64,0.0837,1
62,136169,384738,24,Salaried,694,3,Under-Graduate,Personal,16205.09,0.119,0
34,184439,525958,24,Self-Employed,473,3,Under-Graduate,Personal,22088.43,0.1198,1
31,164172,782790,24,Business,344,4,Under-Graduate,Vehicle,33045.36,0.2013,1
38,141082,1756875,60,Salaried,440,0,Under-Graduate,Home,29543.44,0.2094,0
32,128089,302856,24,Business,838,4,Under-Graduate,Home,12713.42,0.0993,1
43,26049,334293,48,Self-Employed,349,1,Graduate,Home,7024.52,0.2697,1
32,146858,771927,48,Salaried,360,3,Under-Graduate,Home,16236.88,0.1106,0
33,176771,1239856,48,Salaried,542,1,Under-Graduate,Personal,26010.14,0.1471,1
45,137784,247170,12,Salaried,568,4,Post-Graduate,Education,20759.13,0.1507,1
39,62691,1469754,36,Business,439,4,Post-Graduate,Personal,41208.86,0.6573,0
56,183112,1279140,60,Salaried,456,2,Post-Graduate,Education,21516.29,0.1175,0
28,72986,1119527,48,Salaried,896,1,Under-Graduate,Education,23634.53,0.3238,0
49,184834,229992,48,Self-Employed,895,2,Graduate,Home,4857.11,0.0263,0
52,169672,621054,24,Salaried,575,1,Graduate,Business,26091.47,0.1538,0
64,109774,1942022,48,Business,330,2,Post-Graduate,Vehicle,40770.3,0.3714,0
38,165882,1257999,24,Self-Employed,307,2,Post-Graduate,Business,53043.07,0.3198,0
26,120315,527432,24,Self-Employed,332,1,Under-Graduate,Education,22270.2,0.1851,0
38,72204,1541178,36,Salaried,751,4,Graduate,Business,43439.72,0.6016,0
39,35085,661410,12,Self-Employed,748,0,Graduate,Education,55488.07,1.5815,0
42,192926,845740,24,Salaried,336,4,Post-Graduate,Personal,35595.58,0.1845,0
57,185851,895684,24,Self-Employed,333,0,Graduate,Personal,37797.24,0.2034,0
52,48980,518361,36,Business,754,1,Post-Graduate,Home,14594.33,0.298,0
61,71117,1062535,24,Salaried,743,3,Post-Graduate,Vehicle,44590.42,0.627,1
23,160213,1181787,60,Business,536,4,Under-Graduate,Personal,19939.47,0.1245,0
48,155416,1519856,12,Salaried,511,2,Post-Graduate,Vehicle,127803.99,0.8223,1
30,30896,497095,60,Business,439,4,Under-Graduate,Home,8345.3,0.2701,1
55,104353,1225110,48,Business,660,1,Graduate,Vehicle,25797.31,0.2472,0
49,44813,583008,12,Self-Employed,603,3,Graduate,Personal,48971.92,1.0928,1
35,80679,438348,48,Salaried,595,3,Post-Graduate,Personal,9249.22,0.1146,1
53,156753,1534732,24,Self-Employed,451,4,Post-Graduate,Business,64768.49,0.4132,1
27,18228,654281,36,Business,522,4,Under-Graduate,Business,18423.17,1.0107,1
32,150654,1035979,60,Salaried,495,4,Under-Graduate,Business,17435.75,0.1157,1
50,26397,359257,48,Business,899,1,Graduate,Vehicle,7535.25,0.2855,0
41,184871,885358,24,Business,598,0,Graduate,Personal,37215.7,0.2013,0
51,52011,1529995,60,Business,828,0,Post-Graduate,Home,25769.33,0.4955,0
44,94183,1842837,60,Business,787,2,Post-Graduate,Education,31096.34,0.3302,0
40,108254,1648769,48,Self-Employed,510,1,Under-Graduate,Personal,34687.71,0.3204,0
57,190336,254580,24,Business,531,3,Post-Graduate,Business,10725.6,0.0564,1
24,57317,624673,36,Self-Employed,666,2,Under-Graduate,Business,17543.52,0.3061,0
48,193986,1129229,48,Business,780,3,Graduate,Vehicle,23714.79,0.1222,0
64,117489,1190441,60,Salaried,881,3,Graduate,Business,20075.97,0.1709,0
40,191326,1576512,60,Business,871,4,Post-Graduate,Vehicle,26546.55,0.1388,0
44,55096,700101,12,Business,478,3,Under-Graduate,Home,59123.49,1.0731,0
52,68785,1244447,24,Salaried,783,3,Post-Graduate,Business,52496.05,0.7632,1
61,67344,1814039,12,Salaried,888,1,Post-Graduate,Vehicle,152318.14,2.2618,0
56,135382,298535,36,Business,794,4,Under-Graduate,Business,8381.7,0.0619,0
54,174484,1637916,48,Business,846,4,Post-Graduate,Vehicle,34550.5,0.198,0
56,125489,187116,60,Self-Employed,315,2,Under-Graduate,Personal,3141.65,0.025,1
22,197730,200943,24,Salaried,765,4,Under-Graduate,Vehicle,8483.74,0.0429,0
35,195621,270375,60,Salaried,701,0,Post-Graduate,Education,4544.63,0.0232,0
54,26549,555935,12,Self-Employed,593,1,Under-Graduate,Home,46830.99,1.7639,1
56,40739,1644245,12,Business,470,2,Graduate,Personal,139007.85,3.4122,0
26,36209,1771210,48,Business,331,0,Graduate,Home,37321.9,1.0307,1
59,122051,817522,24,Salaried,562,3,Graduate,Personal,34410.88,0.2819,0
62,30116,1055344,24,Self-Employed,514,0,Graduate,Business,44268.31,1.4699,1
32,35045,1878881,48,Business,857,2,Post-Graduate,Vehicle,39447.83,1.1256,1
23,172399,395252,12,Salaried,488,4,Graduate,Business,33316.08,0.1932,1
38,50709,1333596,12,Business,882,1,Graduate,Home,112331.22,2.2152,0
60,58617,99892,12,Business,899,2,Graduate,Home,8405.07,0.1434,0
41,172977,231593,60,Business,560,0,Graduate,Personal,3915.31,0.0226,1
35,134779,927933,36,Salaried,481,0,Post-Graduate,Home,26019.17,0.1931,0
53,57919,789280,12,Self-Employed,804,2,Graduate,Vehicle,66506.24,1.1483,0
55,98521,395535,36,Self-Employed,641,2,Under-Graduate,Home,11112.4,0.1128,0
46,198500,330064,36,Business,321,2,Under-Graduate,Business,9269.87,0.0467,0
28,193966,1901710,24,Self-Employed,373,4,Post-Graduate,Vehicle,80081.53,0.4129,1
56,21447,1354792,48,Business,465,2,Post-Graduate,Home,28492.28,1.3285,1
50,20499,1070961,60,Salaried,533,3,Post-Graduate,Education,18103.52,0.8831,1
43,54041,1886902,36,Salaried,674,1,Graduate,Education,52960.27,0.98,0
62,46315,1915993,60,Salaried,732,1,Post-Graduate,Business,32286.73,0.6971,0
64,147371,1257935,24,Business,633,3,Graduate,Personal,53050.12,0.36,0
34,135506,833059,12,Self-Employed,839,0,Post-Graduate,Personal,69923.53,0.516,1
34,151066,175702,36,Salaried,334,0,Under-Graduate,Home,4944.92,0.0327,0
22,153561,123527,48,Business,743,0,Under-Graduate,Vehicle,2601.63,0.0169,0
57,106647,1245087,24,Self-Employed,530,0,Graduate,Personal,52508.59,0.4924,0
25,47355,965108,60,Self-Employed,617,4,Post-Graduate,Education,16295.85,0.3441,1
58,88805,799980,12,Self-Employed,642,3,Under-Graduate,Personal,67595.03,0.7612,0
61,83367,878667,60,Business,729,1,Graduate,Education,14789.95,0.1774,0
34,124906,733019,48,Business,765,3,Under-Graduate,Personal,15476.3,0.1239,0
59,132409,337120,36,Business,378,1,Post-Graduate,Business,9447.07,0.0713,0
45,92355,1333887,48,Salaried,872,0,Graduate,Vehicle,28127.49,0.3046,0
40,131220,919075,60,Business,748,4,Under-Graduate,Home,15433.15,0.1176,0
22,102173,773225,60,Salaried,581,2,Post-Graduate,Education,12975.15,0.127,1
59,16996,1468351,48,Salaried,356,2,Graduate,Personal,30819.0,1.8133,1
26,59387,773666,48,Salaried,490,0,Under-Graduate,Home,16268.39,0.2739,1
37,18089,1679561,48,Business,762,0,Under-Graduate,Education,35233.19,1.9478,1
45,113827,644670,12,Salaried,341,3,Graduate,Education,54362.91,0.4776,0
48,35659,853083,60,Business,785,4,Post-Graduate,Business,14350.34,0.4024,0
22,60178,230116,24,Business,472,4,Graduate,Personal,9710.93,0.1614,1
55,110965,64633,12,Salaried,549,3,Under-Graduate,Home,5424.05,0.0489,1
57,96268,129164,12,Salaried,809,4,Under-Graduate,Personal,10854.86,0.1128,0
25,100042,837001,12,Salaried,801,4,Under-Graduate,Personal,70452.24,0.7042,0
21,121471,503116,24,Business,492,2,Post-Graduate,Vehicle,21169.77,0.1743,1
60,85111,903941,48,Business,464,4,Under-Graduate,Education,18978.21,0.223,0
32,180637,173425,60,Salaried,389,0,Under-Graduate,Education,2933.63,0.0162,0
56,115435,1986134,36,Salaried,357,2,Graduate,Vehicle,55668.96,0.4823,1
43,104242,824508,36,Self-Employed,562,0,Under-Graduate,Vehicle,23193.3,0.2225,0
51,128204,1488242,60,Salaried,542,0,Graduate,Personal,25014.87,0.1951,0
31,168956,345182,24,Self-Employed,518,3,Under-Graduate,Education,14583.68,0.0863,1
30,32199,1278736,36,Self-Employed,308,4,Graduate,Home,35872.03,1.1141,1
23,75038,1302825,12,Business,729,4,Graduate,Business,110107.62,1.4674,1
34,72786,255538,36,Business,312,4,Graduate,Vehicle,7165.82,0.0985,1
36,124636,515432,60,Self-Employed,524,4,Graduate,Home,8648.42,0.0694,0
30,64294,772153,12,Self-Employed,366,2,Post-Graduate,Home,65052.29,1.0118,0
49,180250,1565578,36,Salaried,802,1,Under-Graduate,Personal,43968.38,0.2439,0
30,158737,1398858,60,Self-Employed,483,0,Post-Graduate,Vehicle,23493.01,0.148,0
32,15534,1030814,24,Salaried,507,1,Under-Graduate,Home,43321.02,2.7888,1
50,106828,251466,60,Business,827,1,Graduate,Business,4246.4,0.0397,0
61,51132,1074389,24,Salaried,599,1,Under-Graduate,Home,45078.36,0.8816,1
21,130720,522243,12,Business,540,2,Graduate,Business,43987.92,0.3365,0
25,51110,1582622,60,Self-Employed,754,1,Under-Graduate,Business,26669.47,0.5218,0
40,78580,1285799,48,Self-Employed,829,2,Graduate,Business,27119.8,0.3451,0
28,168541,947172,48,Self-Employed,543,3,Under-Graduate,Vehicle,19870.46,0.1179,0
63,79016,1734038,48,Salaried,862,3,Under-Graduate,Business,36542.94,0.4625,1
32,61233,361416,48,Business,537,3,Under-Graduate,Vehicle,7579.89,0.1238,1
21,144863,187980,48,Business,545,2,Graduate,Home,3951.01,0.0273,1
40,121311,454060,24,Business,644,2,Under-Graduate,Business,19124.07,0.1576,0
48,49409,887887,60,Business,783,0,Graduate,Education,15009.15,0.3038,0
63,165396,1070669,12,Business,609,1,Post-Graduate,Home,89911.35,0.5436,0
57,154810,1691311,48,Salaried,860,4,Under-Graduate,Education,35520.26,0.2294,0
57,39054,779887,48,Business,583,4,Graduate,Education,16446.58,0.4211,0
32,44709,1437828,12,Self-Employed,337,1,Graduate,Personal,120992.09,2.7062,0
57,124321,486282,12,Business,331,4,Graduate,Vehicle,41004.18,0.3298,1
64,15363,276301,48,Self-Employed,542,4,Post-Graduate,Personal,5842.49,0.3803,0
48,25358,1007508,24,Salaried,852,4,Graduate,Vehicle,42604.6,1.6801,0
35,149312,874765,12,Salaried,591,2,Post-Graduate,Personal,73597.94,0.4929,0
26,60689,957651,60,Self-Employed,591,2,Post-Graduate,Home,16134.28,0.2659,1
64,16936,1443749,60,Business,681,2,Graduate,Education,24404.31,1.441,0
40,127272,1400417,24,Salaried,898,1,Under-Graduate,Home,58784.53,0.4619,0
34,106074,1902642,36,Salaried,877,3,Post-Graduate,Vehicle,53402.71,0.5034,0
22,190037,961952,24,Salaried,437,4,Graduate,Education,40474.66,0.213,1
29,15882,1909569,48,Business,499,0,Post-Graduate,Education,40145.67,2.5277,1
57,166296,461249,36,Self-Employed,634,2,Graduate,Vehicle,13004.04,0.0782,0
40,120227,1040391,48,Self-Employed,746,0,Graduate,Home,21951.81,0.1826,0
46,140865,105063,60,Business,647,4,Post-Graduate,Education,1768.4,0.0126,0
49,138745,1910929,12,Salaried,577,3,Graduate,Home,161405.85,1.1633,1
21,176897,593628,48,Business,831,0,Post-Graduate,Home,12500.16,0.0707,0
55,43885,637069,60,Business,698,4,Graduate,Home,10765.83,0.2453,0
26,186128,1899909,24,Self-Employed,690,4,Under-Graduate,Education,79866.36,0.4291,0
57,149275,1109214,48,Business,861,2,Under-Graduate,Business,23305.74,0.1561,0
25,148316,267986,60,Business,309,3,Post-Graduate,Personal,4505.41,0.0304,1
53,113322,1405044,12,Salaried,890,4,Post-Graduate,Vehicle,118392.99,1.0447,0
34,83619,1449076,48,Salaried,848,3,Post-Graduate,Home,30463.63,0.3643,0
32,36584,271668,60,Self-Employed,358,2,Post-Graduate,Education,4563.54,0.1247,1
62,23521,344786,48,Salaried,387,0,Under-Graduate,Vehicle,7290.47,0.31,0
40,196089,565518,12,Business,758,1,Post-Graduate,Business,47794.3,0.2437,0
44,48541,599666,48,Business,403,1,Graduate,Business,12642.44,0.2604,0
63,44063,1935875,48,Business,403,1,Graduate,Education,40899.24,0.9282,0
54,85268,1434406,60,Self-Employed,553,3,Post-Graduate,Home,24252.51,0.2844,1
45,141218,355019,36,Salaried,634,1,Graduate,Business,9982.95,0.0707,0
49,133206,1216747,48,Business,762,0,Post-Graduate,Business,25627.45,0.1924,0
59,185635,1460781,36,Salaried,848,4,Graduate,Business,41146.01,0.2217,0
51,185824,1837665,24,Salaried,600,3,Graduate,Education,77442.14,0.4167,0
63,148639,638665,48,Salaried,854,0,Post-Graduate,Vehicle,13408.28,0.0902,0
43,162193,834627,36,Salaried,640,3,Post-Graduate,Personal,23409.52,0.1443,1
64,147746,628979,24,Self-Employed,791,3,Under-Graduate,Education,26479.56,0.1792,1
58,91411,1088240,60,Self-Employed,383,3,Post-Graduate,Home,18399.62,0.2013,1
40,124876,1556095,48,Self-Employed,558,2,Under-Graduate,Education,32812.85,0.2628,1
43,175212,1552631,60,Business,659,4,Post-Graduate,Education,26238.45,0.1498,0
36,155399,361207,24,Business,386,1,Graduate,Personal,15245.64,0.0981,0
62,38331,666070,60,Business,727,2,Under-Graduate,Personal,11203.84,0.2923,0
28,38004,1882760,60,Self-Employed,666,4,Graduate,Personal,31776.47,0.8361,1
41,134243,128343,12,Salaried,642,1,Post-Graduate,Vehicle,10783.96,0.0803,0
21,156564,395215,24,Self-Employed,646,2,Post-Graduate,Education,16633.08,0.1062,0
28,159821,972996,60,Business,395,2,Post-Graduate,Home,16433.64,0.1028,0
49,78217,695687,36,Business,554,0,Post-Graduate,Personal,19552.01,0.25,1
52,104044,605645,24,Salaried,435,2,Under-Graduate,Personal,25577.02,0.2458,0
58,24045,1563630,12,Self-Employed,547,3,Under-Graduate,Education,131447.75,5.4667,1
25,35116,1917322,48,Salaried,798,2,Post-Graduate,Home,40460.07,1.1522,1
42,33667,491913,60,Self-Employed,785,3,Graduate,Personal,8267.03,0.2456,0
54,90057,644571,36,Business,701,4,Under-Graduate,Education,18105.48,0.201,0
21,89205,109567,12,Salaried,711,4,Graduate,Business,9224.44,0.1034,0
46,42302,359150,24,Salaried,747,3,Post-Graduate,Vehicle,15133.74,0.3578,0
63,157355,287778,60,Self-Employed,546,0,Under-Graduate,Education,4833.69,0.0307,1
30,177007,1240334,12,Self-Employed,720,0,Under-Graduate,Personal,104361.38,0.5896,0
50,87534,1684470,12,Self-Employed,423,4,Under-Graduate,Home,142088.44,1.6232,1
38,177696,1379611,36,Business,559,2,Graduate,Business,38756.38,0.2181,0
37,28440,1543907,48,Self-Employed,468,4,Post-Graduate,Home,32526.31,1.1437,1
46,126001,676020,48,Business,410,4,Post-Graduate,Home,14237.6,0.113,0
28,61501,766079,48,Self-Employed,589,3,Under-Graduate,Home,16191.92,0.2633,1
60,147341,1062968,24,Self-Employed,898,0,Under-Graduate,Education,44930.54,0.3049,0
32,22868,1040534,12,Business,312,3,Post-Graduate,Education,87549.48,3.8285,1
47,176323,1004227,24,Self-Employed,562,4,Graduate,Vehicle,42244.45,0.2396,1
28,92909,866309,12,Business,322,1,Under-Graduate,Business,73007.53,0.7858,1
45,99523,299465,36,Business,499,2,Graduate,Home,8380.56,0.0842,0
